Order ID,Customer ID,Email,Customer gender,Order date,Product category,Subcategory,Country,Region,Unit price,Unit sold,Payment mode,Profit,Customer satisfaction
O00461,C8746,vasquezlinda@hotmail.com,Female,2024-05-10,Home,Kitchen,USA,East,373.64,18,UPI,836.85,Dissatisfied
O00462,C5895,singletonmichael@hardy-anderson.com,Male,2023-11-24,Home,Furniture,USA,East,121.8,14,PayPal,175.66,Neutral
O00463,C2960,gdaniels@yahoo.com,Female,2024-04-30,Clothing,Men,India,South,345.76,5,PayPal,439.39,Satisfied
O00464,C3583,briansmith@baker-levy.com,Female,2024-08-09,Electronics,Tablets,UK,East,34.59,5,UPI,44.67,Satisfied
O00465,C8992,benjamin88@hogan-davenport.com,Male,2025-01-23,Home,Decor,UK,South,367.93,1,Net Banking,63.15,Satisfied
O00466,C5107,martinbenton@gmail.com,Male,2024-12-02,Beauty,Fragrance,Australia,North,273.65,16,Debit Card,934.09,Very Dissatisfied
O00467,C6696,jamesoneill@yahoo.com,Female,2025-03-21,Beauty,Makeup,USA,East,267.91,15,PayPal,1060.46,Very Dissatisfied
O00468,C7014,andrea50@yahoo.com,Female,2025-02-09,Electronics,Tablets,Australia,West,442.05,20,PayPal,2256.25,Satisfied
O00469,C6254,keith79@hotmail.com,Other,2024-01-20,Electronics,Tablets,Australia,West,264.41,16,UPI,553.47,Neutral
O00470,C6285,barrettkyle@hotmail.com,Female,2025-01-06,Home,Furniture,India,East,26.67,5,Debit Card,36.63,Satisfied
O00471,C2753,skelly@yahoo.com,Female,2025-01-10,Clothing,Men,India,South,330.67,17,UPI,1350.61,Neutral
O00472,C1804,stefanieknight@mason-miller.net,Female,2025-01-03,Clothing,Children,India,East,465.45,7,Net Banking,930.79,Very Satisfied
O00473,C8668,olong@allen-mcdonald.com,Other,2024-10-26,Electronics,Laptops,Australia,North,398.15,2,UPI,121.96,Very Satisfied
O00474,C2153,huntermary@pruitt-rosales.biz,Female,2024-08-16,Electronics,Smartphones,India,East,363.96,18,Net Banking,903.37,Very Dissatisfied
O00475,C5075,erikafrank@powell.biz,Other,2025-01-22,Clothing,Children,Australia,East,384.31,19,PayPal,1715.2,Dissatisfied
O00476,C2705,nichole83@yahoo.com,Male,2024-08-23,Clothing,Children,Australia,North,330.48,18,UPI,1121.93,Neutral
O00477,C6163,michael39@yahoo.com,Other,2024-07-09,Home,Kitchen,Australia,South,413.95,11,UPI,674.57,Very Dissatisfied
O00478,C4504,maryray@gmail.com,Female,2024-03-08,Home,Kitchen,Australia,South,480.11,1,Credit Card,142.4,Very Dissatisfied
O00479,C1267,greeneheidi@wagner.info,Other,2023-09-14,Clothing,Women,India,North,492.28,7,PayPal,359.55,Neutral
O00480,C9376,tracy88@gmail.com,Other,2024-02-26,Clothing,Men,India,South,181.05,5,PayPal,156.99,Very Dissatisfied
O00481,C5093,christophershelton@hotmail.com,Male,2023-11-09,Home,Kitchen,India,South,286.69,7,Credit Card,491.1,Dissatisfied
O00482,C3832,tamara36@velez.com,Female,2024-12-09,Electronics,Tablets,UK,East,366.74,19,Net Banking,806.17,Very Satisfied
O00483,C6478,hernandezshari@martinez.biz,Female,2023-11-03,Beauty,Makeup,India,West,375.1,20,Credit Card,1701.28,Dissatisfied
O00484,C1886,dylancabrera@fisher.org,Female,2024-08-21,Electronics,Laptops,USA,North,253.69,8,Debit Card,223.46,Dissatisfied
O00485,C8300,ashleysteven@gmail.com,Other,2024-03-12,Electronics,Smartphones,Australia,North,394.25,5,Debit Card,329.66,Dissatisfied
O00486,C1807,zwheeler@hansen.org,Other,2023-12-29,Beauty,Makeup,India,South,253.4,5,Debit Card,248.57,Satisfied
O00487,C8993,xrussell@yahoo.com,Female,2024-08-02,Clothing,Children,USA,West,40.46,14,PayPal,134.22,Very Dissatisfied
O00488,C2467,bishoproy@gmail.com,Male,2024-05-23,Beauty,Makeup,UK,North,99.29,12,UPI,275.33,Neutral
O00489,C3773,travisguzman@yahoo.com,Female,2025-04-14,Beauty,Fragrance,USA,South,27.21,8,Debit Card,51.61,Satisfied
O00490,C2405,sgarcia@nguyen-nguyen.com,Male,2023-12-25,Electronics,Smartphones,USA,North,11.8,4,PayPal,8.97,Very Satisfied
O00491,C6437,myerssandra@hotmail.com,Male,2024-05-07,Clothing,Men,UK,South,313.41,5,Credit Card,274.74,Very Dissatisfied
O00492,C1712,youngchristopher@hotmail.com,Female,2024-11-24,Clothing,Men,UK,West,395.65,20,PayPal,875.31,Very Satisfied
O00493,C2091,brownjodi@frazier-johnson.com,Female,2024-08-31,Home,Decor,UK,East,14.44,13,Debit Card,55.56,Very Dissatisfied
O00494,C2631,johngonzalez@yahoo.com,Female,2024-02-01,Beauty,Fragrance,India,West,103.44,15,UPI,442.62,Very Satisfied
O00495,C1651,gfranklin@yahoo.com,Male,2023-10-16,Home,Kitchen,Australia,South,373.47,1,PayPal,88.46,Neutral
O00496,C5953,jennifer12@yahoo.com,Male,2025-02-11,Home,Furniture,UK,South,445.75,1,UPI,129.19,Satisfied
O00497,C3485,kennedyjerry@yahoo.com,Female,2025-02-11,Beauty,Fragrance,USA,East,366.3,17,UPI,1709.59,Satisfied
O00498,C7837,tylerharper@yahoo.com,Male,2024-12-22,Clothing,Women,UK,North,227.34,5,Debit Card,262.0,Very Dissatisfied
O00499,C9869,laura10@yahoo.com,Other,2024-10-05,Clothing,Men,UK,West,217.88,5,UPI,308.76,Neutral
O00500,C2111,kylewaller@yahoo.com,Other,2024-03-13,Electronics,Smartphones,UK,West,364.9,11,Net Banking,1173.02,Neutral
O00501,C8258,christopher75@yahoo.com,Other,2024-12-24,Home,Furniture,USA,East,70.12,1,UPI,15.66,Very Dissatisfied
O00502,C4783,heather71@reeves.biz,Other,2024-12-03,Clothing,Men,India,North,44.34,16,Debit Card,142.22,Very Dissatisfied
O00503,C8680,lorigoodman@craig-fields.com,Other,2025-04-22,Home,Furniture,Australia,South,239.55,6,Debit Card,208.77,Dissatisfied
O00504,C1245,ashleemunoz@lynch.com,Female,2024-06-16,Beauty,Skincare,USA,West,37.74,15,UPI,112.08,Neutral
O00505,C8496,nicholas50@hotmail.com,Male,2024-09-21,Beauty,Makeup,India,South,361.5,13,UPI,1352.65,Very Dissatisfied
O00506,C9784,wgarcia@alvarez.org,Other,2024-03-23,Electronics,Tablets,India,South,231.17,2,Debit Card,94.2,Dissatisfied
O00507,C1643,scott62@miller-reyes.com,Other,2024-10-03,Beauty,Fragrance,India,West,149.13,13,PayPal,493.85,Neutral
O00508,C8558,deborah31@hotmail.com,Male,2024-06-27,Beauty,Makeup,India,West,234.47,15,Credit Card,860.02,Very Satisfied
O00509,C3945,fraziersusan@yahoo.com,Other,2023-10-11,Clothing,Women,Australia,North,228.19,6,Net Banking,298.56,Satisfied
O00510,C8449,megansandoval@gmail.com,Male,2024-01-29,Home,Kitchen,USA,East,50.14,15,PayPal,88.04,Dissatisfied
O00511,C9383,mary93@simpson.info,Other,2025-04-11,Clothing,Women,Australia,East,385.29,11,UPI,1162.37,Satisfied
O00512,C3656,kirsten45@king.org,Male,2023-10-06,Clothing,Children,India,South,157.49,15,PayPal,532.22,Very Satisfied
O00513,C3155,margaret80@price.org,Male,2024-10-20,Electronics,Tablets,UK,East,232.03,16,UPI,970.78,Very Dissatisfied
O00514,C9084,vanessa87@yahoo.com,Male,2023-07-16,Clothing,Children,Australia,South,208.02,3,UPI,137.31,Satisfied
O00515,C9967,blakemary@hotmail.com,Female,2024-08-25,Clothing,Men,USA,West,32.26,12,Credit Card,49.97,Very Satisfied
O00516,C5889,miranda34@hodges-jordan.biz,Female,2023-11-25,Electronics,Smartphones,India,South,496.9,6,PayPal,662.52,Very Dissatisfied
O00517,C3906,hendersonjoshua@barnes-moore.com,Female,2023-08-10,Home,Furniture,India,North,164.8,13,Credit Card,539.22,Very Dissatisfied
O00518,C2063,mortonmichele@yahoo.com,Female,2024-07-05,Beauty,Skincare,India,North,167.96,14,UPI,333.83,Satisfied
O00519,C1953,tina04@miller.com,Male,2024-10-19,Electronics,Laptops,UK,South,306.38,11,PayPal,691.15,Very Dissatisfied
O00520,C6797,gsummers@clark.com,Male,2025-06-02,Beauty,Fragrance,Australia,South,404.95,20,Debit Card,1957.67,Satisfied
O00521,C1025,guerreroedward@wong-jackson.biz,Male,2023-10-12,Electronics,Laptops,India,West,400.78,14,Net Banking,612.14,Neutral
O00522,C4478,aellison@todd.com,Male,2025-06-07,Clothing,Children,UK,North,396.15,10,PayPal,797.6,Neutral
O00523,C1100,james66@santiago.info,Male,2025-06-12,Home,Kitchen,Australia,East,416.86,7,PayPal,778.43,Dissatisfied
O00524,C8774,raymondvalentine@hotmail.com,Male,2024-06-29,Clothing,Women,USA,South,446.57,18,PayPal,1547.32,Dissatisfied
O00525,C1917,reynoldserica@hotmail.com,Other,2023-08-21,Home,Decor,UK,East,108.09,11,PayPal,134.64,Satisfied
O00526,C5595,john56@gmail.com,Male,2024-04-06,Home,Kitchen,USA,South,97.75,4,PayPal,94.25,Neutral
O00527,C1518,clifford04@yahoo.com,Female,2024-05-17,Beauty,Skincare,Australia,West,188.93,10,Debit Card,387.34,Satisfied
O00528,C2838,wallacejohn@griffith-thomas.biz,Female,2024-07-09,Electronics,Smartphones,India,South,255.47,16,UPI,534.71,Neutral
O00529,C8921,floresjulie@hotmail.com,Other,2024-05-05,Home,Kitchen,USA,East,411.96,17,Debit Card,987.73,Very Satisfied
O00530,C8526,timothystephenson@yahoo.com,Female,2023-07-31,Electronics,Smartphones,UK,East,345.09,20,Credit Card,1150.24,Very Satisfied
O00531,C2689,jamesgonzalez@hotmail.com,Other,2025-06-27,Home,Furniture,UK,West,163.84,7,PayPal,178.14,Neutral
O00532,C8227,pmorgan@hotmail.com,Other,2023-12-22,Electronics,Laptops,USA,West,140.45,1,UPI,29.76,Very Satisfied
O00533,C4384,shawn45@mann.com,Other,2024-07-11,Home,Decor,UK,North,75.07,10,UPI,111.83,Very Satisfied
O00534,C6101,angeladunlap@gmail.com,Other,2024-04-25,Home,Decor,Australia,East,69.39,16,Credit Card,134.54,Very Satisfied
O00535,C2410,glenn75@yahoo.com,Female,2025-02-11,Beauty,Skincare,Australia,North,159.66,7,UPI,129.32,Dissatisfied
O00536,C3159,jeffreyporter@gmail.com,Male,2024-02-20,Beauty,Skincare,Australia,North,343.82,15,Net Banking,754.71,Satisfied
O00537,C3354,tyronebrooks@austin-rosario.com,Other,2024-03-16,Home,Kitchen,Australia,West,351.31,11,PayPal,736.78,Very Satisfied
O00538,C2070,ashleyjordan@fisher-ford.net,Female,2024-04-25,Electronics,Laptops,Australia,South,423.65,10,PayPal,935.79,Satisfied
O00539,C9322,garciamichael@hotmail.com,Male,2025-06-06,Beauty,Fragrance,India,North,280.29,3,PayPal,173.68,Dissatisfied
O00540,C7773,wcarter@gill.biz,Male,2025-01-15,Clothing,Children,USA,South,194.99,11,Debit Card,563.64,Very Dissatisfied
O00541,C8063,natashathompson@baker.com,Female,2024-01-25,Home,Decor,USA,West,332.99,3,UPI,267.07,Very Satisfied
O00542,C8584,phernandez@davis.biz,Female,2023-09-07,Electronics,Laptops,USA,North,478.16,3,UPI,174.65,Very Dissatisfied
O00543,C7208,epayne@strickland.com,Female,2024-03-15,Beauty,Fragrance,India,East,112.72,5,UPI,158.18,Very Satisfied
O00544,C3403,natasha09@yahoo.com,Other,2024-05-20,Clothing,Women,UK,South,309.71,15,Debit Card,655.65,Neutral
O00545,C5910,coreystafford@yahoo.com,Other,2024-09-28,Home,Kitchen,UK,East,293.45,20,UPI,1061.35,Satisfied
O00546,C5819,tylerrebecca@gmail.com,Male,2025-04-04,Home,Decor,India,East,353.16,12,Credit Card,1153.77,Very Satisfied
O00547,C4854,johnbanks@gmail.com,Female,2023-11-20,Beauty,Fragrance,UK,South,205.99,14,UPI,410.21,Satisfied
O00548,C8780,matthewselizabeth@clark.info,Male,2024-10-04,Clothing,Children,Australia,North,420.78,5,PayPal,630.1,Satisfied
O00549,C3200,fitzgeraldjohn@yahoo.com,Male,2024-12-18,Electronics,Tablets,India,West,362.06,16,Net Banking,1708.89,Satisfied
O00550,C2387,michaeljones@evans.biz,Male,2024-04-30,Beauty,Makeup,Australia,West,229.93,14,UPI,849.87,Dissatisfied
O00551,C6821,jasmine96@bryant.info,Male,2024-03-13,Clothing,Women,India,South,424.17,8,UPI,522.07,Very Dissatisfied
O00552,C7012,xwalker@wilson-smith.com,Male,2024-07-03,Electronics,Tablets,Australia,North,61.02,16,Credit Card,125.38,Very Dissatisfied
O00553,C5578,rodriguezmitchell@hotmail.com,Female,2024-05-14,Electronics,Tablets,India,West,238.86,3,UPI,186.04,Neutral
O00554,C1864,timothy07@hotmail.com,Female,2024-06-03,Electronics,Laptops,Australia,South,289.11,11,Net Banking,542.49,Neutral
O00555,C5738,ephillips@roth-richardson.com,Male,2025-06-07,Electronics,Tablets,UK,North,35.4,16,UPI,75.79,Very Satisfied
O00556,C5780,croberts@dunn.biz,Other,2024-05-21,Electronics,Laptops,Australia,East,67.78,3,PayPal,30.58,Very Dissatisfied
O00557,C5603,weissjoseph@sanchez.com,Female,2024-11-05,Home,Furniture,India,West,455.52,5,Net Banking,396.2,Satisfied
O00558,C5280,woodsamy@hotmail.com,Other,2023-10-27,Clothing,Women,USA,East,174.71,3,Debit Card,114.84,Satisfied
O00559,C9125,larry53@yahoo.com,Female,2024-07-14,Beauty,Skincare,Australia,West,109.37,12,Credit Card,299.83,Very Satisfied
O00560,C1860,kennethallen@roach-krueger.com,Male,2025-06-20,Beauty,Makeup,Australia,North,240.75,18,Debit Card,762.52,Dissatisfied
O00561,C8775,dawn91@moore.com,Female,2023-11-23,Clothing,Children,Australia,East,147.95,15,Net Banking,523.07,Very Dissatisfied
O00562,C1672,jill41@taylor.com,Male,2025-02-25,Home,Kitchen,UK,North,138.81,4,PayPal,128.19,Dissatisfied
O00563,C8554,mblair@gmail.com,Other,2023-07-31,Clothing,Children,USA,North,340.47,6,PayPal,428.02,Very Satisfied
O00564,C2113,stephanie36@hotmail.com,Male,2025-03-09,Beauty,Skincare,India,South,179.0,10,PayPal,248.12,Very Satisfied
O00565,C2506,rcollins@yahoo.com,Male,2024-07-01,Clothing,Children,India,East,47.76,20,Debit Card,167.34,Very Dissatisfied
O00566,C4027,kenneth02@gmail.com,Male,2024-04-22,Clothing,Women,UK,South,331.94,3,Net Banking,283.35,Neutral
O00567,C7995,kathleentran@yahoo.com,Other,2024-05-29,Home,Kitchen,USA,East,142.26,2,Net Banking,50.56,Very Satisfied
O00568,C5230,frank88@yahoo.com,Female,2024-09-30,Clothing,Women,India,South,489.81,7,UPI,612.11,Dissatisfied
O00569,C2776,higginsmichele@davis-mays.com,Male,2024-11-28,Beauty,Skincare,India,South,359.12,4,Credit Card,164.6,Very Dissatisfied
O00570,C5105,jenniferknight@hotmail.com,Female,2023-08-20,Electronics,Laptops,USA,East,466.78,13,PayPal,790.81,Neutral
O00571,C7411,mfarmer@reed-snyder.com,Other,2024-04-14,Electronics,Tablets,Australia,South,220.85,3,UPI,96.18,Dissatisfied
O00572,C8898,brian24@yahoo.com,Male,2023-07-30,Home,Kitchen,UK,South,32.32,3,PayPal,20.06,Neutral
O00573,C2318,juliecarlson@chavez-martin.com,Female,2024-11-23,Home,Decor,USA,West,279.47,13,Debit Card,580.48,Dissatisfied
O00574,C2749,sweeneybrent@williamson-ryan.com,Other,2025-05-09,Home,Kitchen,India,South,368.99,5,Credit Card,255.74,Very Dissatisfied
O00575,C4907,gabriela68@hotmail.com,Female,2024-03-31,Beauty,Skincare,UK,South,269.3,15,Credit Card,433.88,Very Satisfied
O00576,C6533,teresadickerson@cole.org,Other,2025-05-02,Electronics,Laptops,India,West,404.52,17,Net Banking,1980.65,Very Dissatisfied
O00577,C3440,jacquelinecaldwell@yahoo.com,Other,2024-06-30,Clothing,Men,India,West,247.0,1,Net Banking,69.51,Very Dissatisfied
O00578,C1750,iwalters@norman-jenkins.com,Male,2023-11-15,Clothing,Men,USA,East,452.81,4,Net Banking,402.54,Very Dissatisfied
O00579,C2047,paul17@hotmail.com,Male,2023-11-21,Electronics,Laptops,USA,East,403.2,14,PayPal,1480.65,Dissatisfied
O00580,C6312,psmith@williams.com,Male,2024-09-19,Clothing,Women,USA,East,298.58,11,Credit Card,407.75,Satisfied
O00581,C7801,johnsonmegan@hotmail.com,Male,2023-11-03,Home,Decor,USA,South,125.6,19,Credit Card,302.3,Very Dissatisfied
O00582,C7162,riddlevalerie@yahoo.com,Male,2024-07-06,Electronics,Laptops,India,East,8.58,3,UPI,7.14,Dissatisfied
O00583,C8798,christopherobrien@gmail.com,Other,2024-01-13,Clothing,Men,USA,North,263.93,14,Debit Card,1062.75,Very Dissatisfied
O00584,C1616,dylanhawkins@yahoo.com,Other,2023-07-16,Clothing,Children,Australia,East,315.46,10,PayPal,579.68,Very Dissatisfied
O00585,C4860,glennsavage@thomas.com,Male,2024-11-11,Electronics,Tablets,India,North,432.05,18,UPI,1118.75,Satisfied
O00586,C5528,timothy36@yahoo.com,Male,2025-06-06,Clothing,Men,USA,South,251.27,6,Credit Card,167.05,Neutral
O00587,C5670,lowealicia@hunter-martin.com,Male,2024-03-07,Beauty,Makeup,UK,South,26.44,2,UPI,7.15,Very Satisfied
O00588,C8947,ogonzalez@thompson.biz,Other,2023-09-14,Electronics,Smartphones,USA,South,298.39,11,Net Banking,458.7,Neutral
O00589,C4769,westscott@hotmail.com,Male,2024-04-19,Home,Furniture,India,West,370.19,7,Net Banking,721.1,Very Satisfied
O00590,C8716,andrewellis@lewis-stephenson.biz,Other,2023-11-06,Beauty,Skincare,Australia,West,112.0,20,Net Banking,303.77,Neutral
O00591,C3234,cookchristine@kelly-ford.biz,Female,2023-07-22,Clothing,Children,UK,North,105.09,5,Credit Card,125.29,Very Satisfied
O00592,C5597,kim49@gmail.com,Male,2023-10-31,Electronics,Laptops,Australia,South,89.74,11,Debit Card,273.72,Very Dissatisfied
O00593,C3568,wtaylor@hotmail.com,Other,2024-03-04,Clothing,Children,USA,East,208.79,17,Net Banking,967.01,Satisfied
O00594,C8757,jjensen@owens-ortiz.com,Female,2025-04-06,Home,Furniture,Australia,West,127.68,14,UPI,258.26,Very Dissatisfied
O00595,C3440,michelle14@banks.net,Other,2024-12-22,Electronics,Laptops,India,East,495.68,17,Credit Card,1560.09,Dissatisfied
O00596,C8852,nhill@gmail.com,Other,2025-01-27,Electronics,Laptops,Australia,West,46.13,1,Net Banking,13.38,Satisfied
O00597,C6872,wrightsean@donaldson.com,Female,2024-05-05,Clothing,Children,India,East,242.49,10,Debit Card,583.58,Very Dissatisfied
O00598,C1399,collingraham@hotmail.com,Female,2024-11-04,Beauty,Skincare,Australia,West,395.98,12,Net Banking,1144.13,Very Satisfied
O00599,C2158,wjohnson@smith.org,Female,2024-08-12,Home,Decor,India,North,215.82,9,UPI,404.96,Satisfied
O00600,C2326,michaelvalencia@dawson.com,Other,2023-09-08,Home,Decor,India,North,444.55,4,Net Banking,307.84,Very Dissatisfied
O00601,C1669,kaylabrown@yahoo.com,Female,2024-09-01,Home,Furniture,India,West,73.51,11,Debit Card,168.13,Dissatisfied
O00602,C4437,galvanmolly@banks.org,Other,2024-10-10,Clothing,Women,UK,North,254.27,14,PayPal,394.75,Neutral
O00603,C6656,amynewton@cox.com,Female,2024-09-23,Beauty,Fragrance,India,South,356.36,18,PayPal,1221.29,Neutral
O00604,C2075,rebeccaheath@yahoo.com,Male,2023-08-02,Beauty,Skincare,India,South,449.48,10,Credit Card,547.79,Neutral
O00605,C2835,michaelfernandez@santiago-meyer.com,Other,2023-09-21,Clothing,Women,USA,West,262.74,1,PayPal,48.16,Very Dissatisfied
O00606,C3163,williamscindy@yahoo.com,Female,2024-11-23,Home,Kitchen,Australia,East,149.3,3,Credit Card,122.89,Satisfied
O00607,C9513,hzavala@gmail.com,Other,2024-05-20,Home,Kitchen,UK,North,245.64,17,UPI,789.46,Neutral
O00608,C3161,stephensapril@castillo.net,Female,2024-07-23,Clothing,Women,USA,South,189.09,10,Credit Card,245.19,Neutral
O00609,C8469,dhughes@gmail.com,Male,2023-12-29,Clothing,Children,UK,West,486.74,5,Debit Card,359.17,Very Satisfied
O00610,C6187,jenny08@yahoo.com,Other,2023-12-14,Clothing,Women,UK,North,96.33,18,Credit Card,404.2,Neutral
O00611,C3423,seanbrown@robinson.info,Female,2024-03-23,Beauty,Fragrance,USA,North,65.14,1,Net Banking,18.64,Satisfied
O00612,C8504,sochoa@gmail.com,Female,2025-06-12,Clothing,Men,UK,North,239.59,10,UPI,559.15,Very Dissatisfied
O00613,C8243,michealbailey@wong-hernandez.com,Female,2024-01-11,Electronics,Tablets,Australia,East,74.01,18,Credit Card,215.3,Dissatisfied
O00614,C4610,flyons@yahoo.com,Female,2025-05-14,Home,Furniture,UK,East,306.03,7,UPI,439.77,Neutral
O00615,C4206,smithlinda@armstrong.com,Male,2024-05-01,Electronics,Tablets,Australia,East,488.04,13,Debit Card,1256.81,Very Dissatisfied
O00616,C9381,zpena@hotmail.com,Male,2024-06-04,Home,Kitchen,USA,South,187.97,12,Credit Card,353.98,Neutral
O00617,C6047,smithmark@johnson-murray.com,Female,2024-08-28,Electronics,Smartphones,Australia,South,402.82,10,Debit Card,1051.9,Dissatisfied
O00618,C7786,kkhan@hotmail.com,Male,2023-12-21,Electronics,Smartphones,USA,North,239.93,17,PayPal,461.82,Very Dissatisfied
O00619,C7156,amendez@yahoo.com,Male,2024-07-24,Electronics,Laptops,UK,South,91.57,15,UPI,344.83,Satisfied
O00620,C4264,crawfordmatthew@yahoo.com,Male,2023-12-27,Beauty,Makeup,Australia,East,412.29,10,UPI,662.89,Very Dissatisfied
O00621,C8593,mccartyjames@yahoo.com,Male,2024-03-05,Electronics,Smartphones,USA,North,153.58,16,Credit Card,567.05,Neutral
O00622,C7834,flynncourtney@hotmail.com,Male,2024-12-18,Beauty,Fragrance,USA,East,64.08,9,Net Banking,172.36,Very Satisfied
O00623,C6927,rwilson@gmail.com,Other,2023-10-19,Beauty,Fragrance,Australia,North,315.86,16,Credit Card,882.59,Very Dissatisfied
O00624,C1287,malonejohnathan@gmail.com,Female,2025-03-07,Clothing,Children,India,West,163.24,5,PayPal,108.28,Neutral
O00625,C6917,kevinwells@jones-wade.com,Female,2025-02-01,Home,Furniture,UK,North,267.16,3,UPI,111.22,Satisfied
O00626,C2548,jessica08@price-henry.net,Other,2023-11-01,Clothing,Children,UK,North,414.28,10,PayPal,982.21,Neutral
O00627,C2570,brownzachary@gmail.com,Other,2025-05-12,Home,Furniture,India,West,261.49,12,Net Banking,572.35,Satisfied
O00628,C2678,castanedalaura@hotmail.com,Male,2024-12-30,Clothing,Children,USA,West,398.58,18,UPI,1707.02,Very Dissatisfied
O00629,C9717,gmorris@gmail.com,Other,2024-09-13,Electronics,Laptops,Australia,East,62.7,5,Credit Card,61.42,Neutral
O00630,C6940,oochoa@ferguson.com,Male,2024-04-06,Beauty,Fragrance,UK,West,356.4,1,Credit Card,51.49,Satisfied
O00631,C4712,olsonkeith@yahoo.com,Female,2025-02-18,Clothing,Men,USA,East,215.28,4,Credit Card,89.35,Dissatisfied
O00632,C8065,lindseyjones@trevino-garcia.com,Male,2024-06-07,Clothing,Men,India,East,237.2,9,Credit Card,241.76,Very Satisfied
O00633,C2581,crystal78@yahoo.com,Male,2025-04-23,Clothing,Children,USA,West,336.95,1,Credit Card,43.5,Neutral
O00634,C6698,michael08@ford.org,Female,2024-04-04,Clothing,Children,USA,East,54.06,19,Credit Card,211.35,Satisfied
O00635,C5617,rgonzalez@price.com,Male,2024-08-18,Electronics,Tablets,India,West,460.64,16,PayPal,1766.11,Satisfied
O00636,C8203,courtney95@morris-warren.com,Other,2025-04-06,Electronics,Smartphones,UK,South,214.93,17,Debit Card,663.22,Neutral
O00637,C3025,nthompson@gmail.com,Female,2024-08-11,Electronics,Tablets,USA,South,382.33,10,UPI,934.52,Very Satisfied
O00638,C6375,tatemichelle@yahoo.com,Female,2025-04-14,Electronics,Laptops,UK,South,302.19,10,Net Banking,438.7,Dissatisfied
O00639,C5761,glennvictor@cox-leonard.biz,Female,2025-02-20,Clothing,Men,Australia,North,93.75,16,Credit Card,268.91,Very Dissatisfied
O00640,C2392,reginaconner@gmail.com,Male,2025-03-18,Clothing,Women,Australia,East,372.01,6,Credit Card,385.57,Satisfied
O00641,C6548,gabriel77@sutton-todd.net,Male,2024-09-19,Beauty,Skincare,USA,South,363.97,9,UPI,716.5,Dissatisfied
O00642,C6834,ldouglas@massey-stewart.com,Female,2023-10-27,Beauty,Makeup,UK,West,385.16,4,Credit Card,231.31,Dissatisfied
O00643,C4781,iramsey@gmail.com,Other,2024-12-31,Clothing,Men,India,East,416.0,16,Credit Card,1959.62,Dissatisfied
O00644,C6356,bdominguez@jones.com,Male,2024-12-17,Home,Decor,India,East,332.23,17,Net Banking,1460.25,Satisfied
O00645,C5809,burgessthomas@hotmail.com,Other,2024-01-16,Beauty,Makeup,UK,North,405.69,18,UPI,756.05,Very Satisfied
O00646,C8051,jimmiranda@gmail.com,Male,2025-02-04,Beauty,Makeup,UK,South,224.07,2,Credit Card,60.67,Neutral
O00647,C3689,manuel96@rodriguez.com,Female,2024-09-03,Beauty,Skincare,UK,South,246.29,4,UPI,231.52,Very Dissatisfied
O00648,C9837,shannon63@lopez.org,Other,2024-03-23,Beauty,Makeup,USA,East,198.74,16,UPI,935.43,Very Dissatisfied
O00649,C6779,alexis29@hotmail.com,Female,2025-03-08,Home,Furniture,India,East,68.46,12,PayPal,215.16,Very Dissatisfied
O00650,C1440,pturner@hotmail.com,Other,2024-09-30,Home,Kitchen,India,South,175.85,12,Net Banking,359.27,Satisfied
O00651,C5056,amanda25@gmail.com,Male,2025-02-02,Home,Decor,India,East,435.13,4,PayPal,233.15,Very Dissatisfied
O00652,C6343,ghall@yahoo.com,Male,2025-06-10,Beauty,Fragrance,Australia,South,136.98,16,UPI,228.92,Neutral
O00653,C7188,jillali@henderson.com,Other,2024-11-19,Beauty,Makeup,India,South,54.53,7,PayPal,76.09,Neutral
O00654,C3730,myerskyle@duke.biz,Other,2023-07-24,Home,Kitchen,Australia,West,250.99,3,UPI,107.54,Neutral
O00655,C1778,huertawilliam@garrett.info,Female,2023-08-29,Beauty,Skincare,India,East,297.97,9,Credit Card,571.97,Very Dissatisfied
O00656,C8786,hmcclure@gomez.com,Female,2024-09-21,Clothing,Women,India,North,254.8,10,Net Banking,592.9,Neutral
O00657,C4278,fknox@gmail.com,Female,2023-12-31,Beauty,Makeup,Australia,West,441.04,17,Debit Card,1614.77,Satisfied
O00658,C8656,rachel45@allen.net,Female,2024-08-10,Beauty,Fragrance,India,West,185.32,5,Debit Card,120.55,Neutral
O00659,C8133,gwilson@henry.com,Female,2025-01-12,Home,Furniture,USA,South,137.13,10,Debit Card,207.46,Very Dissatisfied
O00660,C4868,ncummings@harrison.com,Female,2025-02-08,Clothing,Men,USA,West,18.71,10,Net Banking,36.87,Dissatisfied
O00661,C7914,gregory94@steele.com,Other,2024-06-22,Electronics,Smartphones,USA,North,72.53,9,PayPal,151.27,Satisfied
O00662,C1691,lindalee@myers.com,Other,2024-01-05,Beauty,Skincare,India,East,160.38,10,Credit Card,449.25,Dissatisfied
O00663,C6954,kmoore@gmail.com,Other,2023-11-09,Electronics,Laptops,USA,West,60.41,17,Credit Card,209.9,Very Dissatisfied
O00664,C9605,kayla65@oneill-martinez.com,Female,2024-09-20,Beauty,Skincare,USA,East,387.73,11,PayPal,1136.49,Dissatisfied
O00665,C4865,karen08@yahoo.com,Female,2024-05-10,Clothing,Men,India,West,110.98,9,Net Banking,181.46,Very Dissatisfied
